 lambda      Rs      Ts      As      Rp      Tp      Ap
867.7397  9.3359 84.8031  5.8610  9.3359 84.8031  5.8610
867.1329  9.0155 85.0829  5.9016  9.0155 85.0829  5.9016
866.5269  8.6981 85.3598  5.9421  8.6981 85.3598  5.9421
865.9218  8.3838 85.6335  5.9826  8.3838 85.6335  5.9826
865.3175  8.0729 85.9040  6.0231  8.0729 85.9040  6.0231
864.7141  7.7654 86.1711  6.0634  7.7654 86.1711  6.0634
864.1115  7.4615 86.4347  6.1037  7.4615 86.4347  6.1037
863.5097  7.1614 86.6947  6.1439  7.1614 86.6947  6.1439
862.9088  6.8652 86.9508  6.1840  6.8652 86.9508  6.1840
862.3088  6.5731 87.2029  6.2240  6.5731 87.2029  6.2240
861.7095  6.2853 87.4509  6.2638  6.2853 87.4509  6.2638
861.1111  6.0019 87.6947  6.3034  6.0019 87.6947  6.3034
860.5135  5.7230 87.9341  6.3430  5.7230 87.9341  6.3430
859.9168  5.4488 88.1689  6.3823  5.4488 88.1689  6.3823
859.3209  5.1796 88.3990  6.4214  5.1796 88.3990  6.4214
858.7258  4.9154 88.6243  6.4603  4.9154 88.6243  6.4603
858.1315  4.6564 88.8446  6.4990  4.6564 88.8446  6.4990
857.5380  4.4028 89.0597  6.5375  4.4028 89.0597  6.5375
856.9454  4.1548 89.2696  6.5757  4.1548 89.2696  6.5757
856.3536  3.9124 89.4740  6.6136  3.9124 89.4740  6.6136
855.7626  3.6759 89.6729  6.6512  3.6759 89.6729  6.6512
855.1724  3.4454 89.8660  6.6886  3.4454 89.8660  6.6886
854.5830  3.2211 90.0533  6.7256  3.2211 90.0533  6.7256
853.9945  3.0031 90.2346  6.7623  3.0031 90.2346  6.7623
853.4067  2.7916 90.4098  6.7987  2.7916 90.4098  6.7987
852.8198  2.5867 90.5787  6.8347  2.5867 90.5787  6.8347
852.2337  2.3886 90.7412  6.8703  2.3886 90.7412  6.8703
851.6484  2.1974 90.8971  6.9055  2.1974 90.8971  6.9055
851.0638  2.0133 91.0464  6.9403  2.0133 91.0464  6.9403
850.4801  1.8364 91.1889  6.9747  1.8364 91.1889  6.9747
849.8972  1.6669 91.3244  7.0086  1.6669 91.3244  7.0086
849.3151  1.5049 91.4530  7.0421  1.5049 91.4530  7.0421
848.7337  1.3505 91.5743  7.0751  1.3505 91.5743  7.0751
848.1532  1.2039 91.6884  7.1077  1.2039 91.6884  7.1077
847.5735  1.0651 91.7952  7.1397  1.0651 91.7952  7.1397
846.9945  0.9344 91.8944  7.1712  0.9344 91.8944  7.1712
846.4164  0.8118 91.9860  7.2022  0.8118 91.9860  7.2022
845.8390  0.6974 92.0699  7.2327  0.6974 92.0699  7.2327
845.2624  0.5914 92.1461  7.2626  0.5914 92.1461  7.2626
844.6866  0.4938 92.2143  7.2919  0.4938 92.2143  7.2919
844.1116  0.4047 92.2746  7.3206  0.4047 92.2746  7.3206
843.5374  0.3244 92.3268  7.3488  0.3244 92.3268  7.3488
842.9640  0.2527 92.3709  7.3763  0.2527 92.3709  7.3763
842.3913  0.1899 92.4069  7.4032  0.1899 92.4069  7.4032
841.8194  0.1360 92.4345  7.4295  0.1360 92.4345  7.4295
841.2483  0.0910 92.4538  7.4552  0.0910 92.4538  7.4552
840.6780  0.0551 92.4648  7.4801  0.0551 92.4648  7.4801
840.1084  0.0283 92.4673  7.5044  0.0283 92.4673  7.5044
839.5396  0.0107 92.4613  7.5281  0.0107 92.4613  7.5281
838.9716  0.0022 92.4468  7.5510  0.0022 92.4468  7.5510
838.4043  0.0030 92.4237  7.5732  0.0030 92.4237  7.5732
837.8378  0.0131 92.3921  7.5947  0.0131 92.3921  7.5947
837.2721  0.0326 92.3519  7.6155  0.0326 92.3519  7.6155
836.7072  0.0613 92.3031  7.6356  0.0613 92.3031  7.6356
836.1430  0.0994 92.2456  7.6550  0.0994 92.2456  7.6550
835.5795  0.1469 92.1795  7.6736  0.1469 92.1795  7.6736
835.0168  0.2038 92.1048  7.6914  0.2038 92.1048  7.6914
834.4549  0.2700 92.0215  7.7085  0.2700 92.0215  7.7085
833.8937  0.3456 91.9295  7.7249  0.3456 91.9295  7.7249
833.3333  0.4305 91.8290  7.7404  0.4305 91.8290  7.7404
832.7737  0.5248 91.7199  7.7553  0.5248 91.7199  7.7553
832.2148  0.6284 91.6024  7.7693  0.6284 91.6024  7.7693
831.6566  0.7412 91.4763  7.7825  0.7412 91.4763  7.7825
831.0992  0.8632 91.3418  7.7950  0.8632 91.3418  7.7950
830.5425  0.9944 91.1989  7.8067  0.9944 91.1989  7.8067
829.9866  1.1347 91.0477  7.8176  1.1347 91.0477  7.8176
829.4314  1.2840 90.8883  7.8277  1.2840 90.8883  7.8277
828.8770  1.4423 90.7206  7.8370  1.4423 90.7206  7.8370
828.3233  1.6095 90.5449  7.8456  1.6095 90.5449  7.8456
827.7704  1.7856 90.3611  7.8533  1.7856 90.3611  7.8533
827.2181  1.9704 90.1693  7.8603  1.9704 90.1693  7.8603
826.6667  2.1638 89.9698  7.8665  2.1638 89.9698  7.8665
826.1159  2.3657 89.7624  7.8719  2.3657 89.7624  7.8719
825.5659  2.5761 89.5474  7.8765  2.5761 89.5474  7.8765
825.0166  2.7948 89.3248  7.8804  2.7948 89.3248  7.8804
824.4681  3.0217 89.0948  7.8834  3.0217 89.0948  7.8834
823.9203  3.2568 88.8575  7.8858  3.2568 88.8575  7.8858
823.3732  3.4997 88.6130  7.8873  3.4997 88.6130  7.8873
822.8268  3.7505 88.3614  7.8881  3.7505 88.3614  7.8881
822.2812  4.0090 88.1028  7.8882  4.0090 88.1028  7.8882
821.7362  4.2751 87.8374  7.8875  4.2751 87.8374  7.8875
821.1921  4.5486 87.5654  7.8860  4.5486 87.5654  7.8860
820.6486  4.8293 87.2868  7.8839  4.8293 87.2868  7.8839
820.1058  5.1172 87.0018  7.8810  5.1172 87.0018  7.8810
819.5638  5.4120 86.7106  7.8774  5.4120 86.7106  7.8774
819.0225  5.7136 86.4132  7.8731  5.7136 86.4132  7.8731
818.4818  6.0219 86.1100  7.8681  6.0219 86.1100  7.8681
817.9420  6.3366 85.8009  7.8625  6.3366 85.8009  7.8625
817.4028  6.6577 85.4862  7.8561  6.6577 85.4862  7.8561
816.8643  6.9849 85.1660  7.8491  6.9849 85.1660  7.8491
816.3265  7.3180 84.8405  7.8415  7.3180 84.8405  7.8415
815.7895  7.6570 84.5098  7.8332  7.6570 84.5098  7.8332
815.2531  8.0015 84.1742  7.8243  8.0015 84.1742  7.8243
814.7175  8.3515 83.8338  7.8147  8.3515 83.8338  7.8147
814.1825  8.7068 83.4886  7.8046  8.7068 83.4886  7.8046
813.6483  9.0671 83.1390  7.7939  9.0671 83.1390  7.7939
813.1148  9.4323 82.7851  7.7826  9.4323 82.7851  7.7826
812.5819  9.8022 82.4271  7.7707  9.8022 82.4271  7.7707
812.0498 10.1767 82.0650  7.7583 10.1767 82.0650  7.7583
811.5183 10.5555 81.6991  7.7453 10.5555 81.6991  7.7453
810.9876 10.9385 81.3296  7.7318 10.9385 81.3296  7.7318
810.4575 11.3255 80.9567  7.7178 11.3255 80.9567  7.7178
809.9282 11.7163 80.5804  7.7034 11.7163 80.5804  7.7034
809.3995 12.1106 80.2010  7.6884 12.1106 80.2010  7.6884
808.8715 12.5085 79.8186  7.6729 12.5085 79.8186  7.6729
808.3442 12.9095 79.4334  7.6571 12.9095 79.4334  7.6571
807.8176 13.3137 79.0456  7.6407 13.3137 79.0456  7.6407
807.2917 13.7207 78.6553  7.6240 13.7207 78.6553  7.6240
806.7664 14.1305 78.2627  7.6068 14.1305 78.2627  7.6068
806.2419 14.5428 77.8680  7.5893 14.5428 77.8680  7.5893
805.7180 14.9575 77.4712  7.5713 14.9575 77.4712  7.5713
805.1948 15.3743 77.0727  7.5530 15.3743 77.0727  7.5530
804.6723 15.7932 76.6724  7.5344 15.7932 76.6724  7.5344
804.1505 16.2139 76.2707  7.5154 16.2139 76.2707  7.5154
803.6293 16.6363 75.8676  7.4961 16.6363 75.8676  7.4961
803.1088 17.0603 75.4633  7.4765 17.0603 75.4633  7.4765
802.5890 17.4856 75.0579  7.4566 17.4856 75.0579  7.4566
802.0699 17.9120 74.6516  7.4364 17.9120 74.6516  7.4364
801.5514 18.3395 74.2445  7.4160 18.3395 74.2445  7.4160
801.0336 18.7679 73.8368  7.3953 18.7679 73.8368  7.3953
800.5165 19.1970 73.4286  7.3744 19.1970 73.4286  7.3744
800.0000 19.6267 73.0200  7.3532 19.6267 73.0200  7.3532
799.4842 20.0569 72.6112  7.3319 20.0569 72.6112  7.3319
798.9691 20.4873 72.2024  7.3104 20.4873 72.2024  7.3104
798.4546 20.9178 71.7935  7.2887 20.9178 71.7935  7.2887
797.9408 21.3483 71.3848  7.2668 21.3483 71.3848  7.2668
797.4277 21.7787 70.9764  7.2448 21.7787 70.9764  7.2448
796.9152 22.2089 70.5685  7.2227 22.2089 70.5685  7.2227
796.4033 22.6386 70.1610  7.2004 22.6386 70.1610  7.2004
795.8922 23.0678 69.7542  7.1780 23.0678 69.7542  7.1780
795.3817 23.4964 69.3481  7.1556 23.4964 69.3481  7.1556
794.8718 23.9241 68.9428  7.1330 23.9241 68.9428  7.1330
794.3626 24.3510 68.5386  7.1104 24.3510 68.5386  7.1104
793.8540 24.7769 68.1354  7.0877 24.7769 68.1354  7.0877
793.3461 25.2016 67.7333  7.0650 25.2016 67.7333  7.0650
792.8389 25.6252 67.3326  7.0423 25.6252 67.3326  7.0423
792.3323 26.0473 66.9332  7.0195 26.0473 66.9332  7.0195
791.8263 26.4681 66.5352  6.9967 26.4681 66.5352  6.9967
791.3210 26.8873 66.1388  6.9740 26.8873 66.1388  6.9740
790.8163 27.3048 65.7439  6.9512 27.3048 65.7439  6.9512
790.3123 27.7207 65.3508  6.9285 27.7207 65.3508  6.9285
789.8089 28.1347 64.9595  6.9058 28.1347 64.9595  6.9058
789.3062 28.5467 64.5701  6.8832 28.5467 64.5701  6.8832
788.8041 28.9568 64.1826  6.8606 28.9568 64.1826  6.8606
788.3026 29.3648 63.7971  6.8381 29.3648 63.7971  6.8381
787.8018 29.7707 63.4136  6.8157 29.7707 63.4136  6.8157
787.3016 30.1743 63.0324  6.7934 30.1743 63.0324  6.7934
786.8020 30.5756 62.6533  6.7711 30.5756 62.6533  6.7711
786.3031 30.9745 62.2765  6.7490 30.9745 62.2765  6.7490
785.8048 31.3709 61.9020  6.7270 31.3709 61.9020  6.7270
785.3072 31.7649 61.5300  6.7052 31.7649 61.5300  6.7052
784.8101 32.1562 61.1604  6.6834 32.1562 61.1604  6.6834
784.3137 32.5449 60.7932  6.6619 32.5449 60.7932  6.6619
783.8180 32.9309 60.4287  6.6404 32.9309 60.4287  6.6404
783.3228 33.3141 60.0667  6.6192 33.3141 60.0667  6.6192
782.8283 33.6945 59.7073  6.5981 33.6945 59.7073  6.5981
782.3344 34.0721 59.3507  6.5772 34.0721 59.3507  6.5772
781.8411 34.4467 58.9968  6.5565 34.4467 58.9968  6.5565
781.3485 34.8184 58.6456  6.5360 34.8184 58.6456  6.5360
780.8564 35.1870 58.2972  6.5157 35.1870 58.2972  6.5157
780.3650 35.5526 57.9517  6.4957 35.5526 57.9517  6.4957
779.8742 35.9151 57.6091  6.4758 35.9151 57.6091  6.4758
779.3840 36.2745 57.2693  6.4562 36.2745 57.2693  6.4562
778.8945 36.6307 56.9325  6.4368 36.6307 56.9325  6.4368
778.4055 36.9837 56.5987  6.4176 36.9837 56.5987  6.4176
777.9172 37.3334 56.2678  6.3988 37.3334 56.2678  6.3988
777.4295 37.6799 55.9400  6.3801 37.6799 55.9400  6.3801
776.9424 38.0231 55.6151  6.3618 38.0231 55.6151  6.3618
776.4559 38.3629 55.2934  6.3437 38.3629 55.2934  6.3437
775.9700 38.6994 54.9747  6.3259 38.6994 54.9747  6.3259
775.4847 39.0325 54.6591  6.3083 39.0325 54.6591  6.3083
775.0000 39.3622 54.3467  6.2911 39.3622 54.3467  6.2911
774.5159 39.6885 54.0373  6.2741 39.6885 54.0373  6.2741
774.0325 40.0113 53.7312  6.2575 40.0113 53.7312  6.2575
773.5496 40.3307 53.4281  6.2412 40.3307 53.4281  6.2412
773.0673 40.6466 53.1283  6.2252 40.6466 53.1283  6.2252
772.5857 40.9589 52.8316  6.2095 40.9589 52.8316  6.2095
772.1046 41.2678 52.5381  6.1941 41.2678 52.5381  6.1941
771.6241 41.5731 52.2478  6.1791 41.5731 52.2478  6.1791
771.1443 41.8749 51.9608  6.1644 41.8749 51.9608  6.1644
770.6650 42.1731 51.6769  6.1500 42.1731 51.6769  6.1500
770.1863 42.4677 51.3963  6.1360 42.4677 51.3963  6.1360
769.7083 42.7588 51.1189  6.1224 42.7588 51.1189  6.1224
769.2308 43.0462 50.8447  6.1091 43.0462 50.8447  6.1091
768.7539 43.3301 50.5737  6.0961 43.3301 50.5737  6.0961
768.2776 43.6104 50.3060  6.0836 43.6104 50.3060  6.0836
767.8019 43.8870 50.0416  6.0714 43.8870 50.0416  6.0714
767.3267 44.1601 49.7803  6.0596 44.1601 49.7803  6.0596
766.8522 44.4295 49.5223  6.0482 44.4295 49.5223  6.0482
766.3782 44.6953 49.2676  6.0371 44.6953 49.2676  6.0371
765.9049 44.9574 49.0161  6.0265 44.9574 49.0161  6.0265
765.4321 45.2159 48.7678  6.0163 45.2159 48.7678  6.0163
764.9599 45.4708 48.5228  6.0064 45.4708 48.5228  6.0064
764.4883 45.7221 48.2809  5.9970 45.7221 48.2809  5.9970
764.0173 45.9697 48.0424  5.9880 45.9697 48.0424  5.9880
763.5468 46.2136 47.8070  5.9794 46.2136 47.8070  5.9794
763.0769 46.4539 47.5749  5.9712 46.4539 47.5749  5.9712
762.6076 46.6906 47.3459  5.9635 46.6906 47.3459  5.9635
762.1389 46.9236 47.1202  5.9561 46.9236 47.1202  5.9561
761.6708 47.1530 46.8977  5.9493 47.1530 46.8977  5.9493
761.2032 47.3787 46.6784  5.9428 47.3787 46.6784  5.9428
760.7362 47.6008 46.4623  5.9368 47.6008 46.4623  5.9368
760.2698 47.8193 46.2494  5.9313 47.8193 46.2494  5.9313
759.8039 48.0341 46.0397  5.9262 48.0341 46.0397  5.9262
759.3386 48.2453 45.8331  5.9216 48.2453 45.8331  5.9216
758.8739 48.4528 45.6298  5.9174 48.4528 45.6298  5.9174
758.4098 48.6567 45.4295  5.9138 48.6567 45.4295  5.9138
757.9462 48.8570 45.2325  5.9105 48.8570 45.2325  5.9105
757.4832 49.0536 45.0386  5.9078 49.0536 45.0386  5.9078
757.0208 49.2466 44.8478  5.9056 49.2466 44.8478  5.9056
756.5589 49.4360 44.6602  5.9038 49.4360 44.6602  5.9038
756.0976 49.6217 44.4757  5.9026 49.6217 44.4757  5.9026
755.6368 49.8038 44.2943  5.9018 49.8038 44.2943  5.9018
755.1766 49.9824 44.1161  5.9016 49.9824 44.1161  5.9016
754.7170 50.1572 43.9409  5.9018 50.1572 43.9409  5.9018
754.2579 50.3285 43.7689  5.9026 50.3285 43.7689  5.9026
753.7994 50.4962 43.6000  5.9039 50.4962 43.6000  5.9039
753.3414 50.6602 43.4341  5.9057 50.6602 43.4341  5.9057
752.8840 50.8206 43.2713  5.9081 50.8206 43.2713  5.9081
752.4272 50.9774 43.1116  5.9110 50.9774 43.1116  5.9110
751.9709 51.1306 42.9550  5.9144 51.1306 42.9550  5.9144
751.5152 51.2802 42.8014  5.9184 51.2802 42.8014  5.9184
751.0600 51.4262 42.6509  5.9230 51.4262 42.6509  5.9230
750.6053 51.5686 42.5034  5.9281 51.5686 42.5034  5.9281
750.1512 51.7073 42.3589  5.9337 51.7073 42.3589  5.9337
749.6977 51.8425 42.2175  5.9400 51.8425 42.2175  5.9400
749.2447 51.9740 42.0792  5.9468 51.9740 42.0792  5.9468
748.7923 52.1019 41.9438  5.9542 52.1019 41.9438  5.9542
748.3404 52.2263 41.8115  5.9623 52.2263 41.8115  5.9623
747.8890 52.3470 41.6822  5.9709 52.3470 41.6822  5.9709
747.4382 52.4641 41.5559  5.9801 52.4641 41.5559  5.9801
746.9880 52.5775 41.4326  5.9899 52.5775 41.4326  5.9899
746.5382 52.6874 41.3123  6.0004 52.6874 41.3123  6.0004
746.0890 52.7936 41.1949  6.0115 52.7936 41.1949  6.0115
745.6404 52.8962 41.0806  6.0232 52.8962 41.0806  6.0232
745.1923 52.9952 40.9693  6.0355 52.9952 40.9693  6.0355
744.7447 53.0905 40.8610  6.0485 53.0905 40.8610  6.0485
744.2977 53.1822 40.7556  6.0622 53.1822 40.7556  6.0622
743.8512 53.2702 40.6532  6.0765 53.2702 40.6532  6.0765
743.4053 53.3546 40.5538  6.0916 53.3546 40.5538  6.0916
742.9599 53.4353 40.4574  6.1072 53.4353 40.4574  6.1072
742.5150 53.5124 40.3640  6.1236 53.5124 40.3640  6.1236
742.0706 53.5858 40.2735  6.1407 53.5858 40.2735  6.1407
741.6268 53.6555 40.1860  6.1585 53.6555 40.1860  6.1585
741.1835 53.7215 40.1015  6.1770 53.7215 40.1015  6.1770
740.7407 53.7838 40.0200  6.1962 53.7838 40.0200  6.1962
740.2985 53.8424 39.9414  6.2162 53.8424 39.9414  6.2162
739.8568 53.8973 39.8658  6.2369 53.8973 39.8658  6.2369
739.4156 53.9484 39.7932  6.2584 53.9484 39.7932  6.2584
738.9750 53.9958 39.7236  6.2806 53.9958 39.7236  6.2806
738.5348 54.0395 39.6569  6.3036 54.0395 39.6569  6.3036
738.0952 54.0794 39.5933  6.3274 54.0794 39.5933  6.3274
737.6562 54.1155 39.5326  6.3519 54.1155 39.5326  6.3519
737.2176 54.1477 39.4749  6.3773 54.1477 39.4749  6.3773
736.7796 54.1762 39.4202  6.4035 54.1762 39.4202  6.4035
736.3420 54.2009 39.3686  6.4306 54.2009 39.3686  6.4306
735.9050 54.2216 39.3199  6.4584 54.2216 39.3199  6.4584
735.4686 54.2386 39.2743  6.4872 54.2386 39.2743  6.4872
735.0326 54.2516 39.2316  6.5168 54.2516 39.2316  6.5168
734.5972 54.2608 39.1920  6.5472 54.2608 39.1920  6.5472
734.1622 54.2660 39.1555  6.5786 54.2660 39.1555  6.5786
733.7278 54.2672 39.1219  6.6108 54.2672 39.1219  6.6108
733.2939 54.2645 39.0915  6.6440 54.2645 39.0915  6.6440
732.8605 54.2578 39.0641  6.6781 54.2578 39.0641  6.6781
732.4276 54.2471 39.0397  6.7131 54.2471 39.0397  6.7131
731.9953 54.2324 39.0185  6.7491 54.2324 39.0185  6.7491
731.5634 54.2136 39.0003  6.7861 54.2136 39.0003  6.7861
731.1321 54.1907 38.9853  6.8240 54.1907 38.9853  6.8240
730.7012 54.1637 38.9734  6.8630 54.1637 38.9734  6.8630
730.2709 54.1325 38.9645  6.9029 54.1325 38.9645  6.9029
729.8411 54.0972 38.9589  6.9439 54.0972 38.9589  6.9439
729.4118 54.0577 38.9564  6.9860 54.0577 38.9564  6.9860
728.9830 54.0139 38.9571  7.0290 54.0139 38.9571  7.0290
728.5546 53.9658 38.9609  7.0732 53.9658 38.9609  7.0732
728.1268 53.9135 38.9680  7.1185 53.9135 38.9680  7.1185
727.6995 53.8568 38.9783  7.1649 53.8568 38.9783  7.1649
727.2727 53.7958 38.9918  7.2124 53.7958 38.9918  7.2124
726.8464 53.7304 39.0086  7.2610 53.7304 39.0086  7.2610
726.4206 53.6605 39.0287  7.3109 53.6605 39.0287  7.3109
725.9953 53.5861 39.0520  7.3619 53.5861 39.0520  7.3619
725.5705 53.5072 39.0787  7.4141 53.5072 39.0787  7.4141
725.1462 53.4238 39.1087  7.4675 53.4238 39.1087  7.4675
724.7224 53.3357 39.1421  7.5222 53.3357 39.1421  7.5222
724.2991 53.2431 39.1788  7.5781 53.2431 39.1788  7.5781
723.8762 53.1457 39.2190  7.6353 53.1457 39.2190  7.6353
723.4539 53.0436 39.2625  7.6939 53.0436 39.2625  7.6939
723.0321 52.9367 39.3096  7.7537 52.9367 39.3096  7.7537
722.6107 52.8250 39.3600  7.8149 52.8250 39.3600  7.8149
722.1899 52.7085 39.4140  7.8775 52.7085 39.4140  7.8775
721.7695 52.5870 39.4716  7.9415 52.5870 39.4716  7.9415
721.3496 52.4605 39.5326  8.0068 52.4605 39.5326  8.0068
720.9302 52.3290 39.5973  8.0737 52.3290 39.5973  8.0737
720.5113 52.1925 39.6656  8.1419 52.1925 39.6656  8.1419
720.0929 52.0508 39.7375  8.2117 52.0508 39.7375  8.2117
719.6750 51.9040 39.8130  8.2830 51.9040 39.8130  8.2830
719.2575 51.7519 39.8923  8.3558 51.7519 39.8923  8.3558
718.8406 51.5945 39.9753  8.4302 51.5945 39.9753  8.4302
718.4241 51.4318 40.0620  8.5062 51.4318 40.0620  8.5062
718.0081 51.2636 40.1526  8.5838 51.2636 40.1526  8.5838
717.5926 51.0900 40.2470  8.6630 51.0900 40.2470  8.6630
717.1776 50.9109 40.3452  8.7439 50.9109 40.3452  8.7439
716.7630 50.7262 40.4473  8.8265 50.7262 40.4473  8.8265
716.3489 50.5358 40.5534  8.9109 50.5358 40.5534  8.9109
715.9353 50.3397 40.6634  8.9969 50.3397 40.6634  8.9969
715.5222 50.1378 40.7774  9.0848 50.1378 40.7774  9.0848
715.1096 49.9300 40.8955  9.1745 49.9300 40.8955  9.1745
714.6974 49.7164 41.0176  9.2661 49.7164 41.0176  9.2661
714.2857 49.4967 41.1438  9.3595 49.4967 41.1438  9.3595
713.8745 49.2710 41.2742  9.4548 49.2710 41.2742  9.4548
713.4638 49.0392 41.4088  9.5521 49.0392 41.4088  9.5521
713.0535 48.8012 41.5475  9.6513 48.8012 41.5475  9.6513
712.6437 48.5569 41.6906  9.7525 48.5569 41.6906  9.7525
712.2343 48.3063 41.8379  9.8558 48.3063 41.8379  9.8558
711.8255 48.0492 41.9896  9.9612 48.0492 41.9896  9.9612
711.4171 47.7857 42.1457 10.0686 47.7857 42.1457 10.0686
711.0092 47.5157 42.3061 10.1782 47.5157 42.3061 10.1782
710.6017 47.2390 42.4711 10.2900 47.2390 42.4711 10.2900
710.1947 46.9556 42.6405 10.4039 46.9556 42.6405 10.4039
709.7882 46.6654 42.8145 10.5201 46.6654 42.8145 10.5201
709.3822 46.3684 42.9930 10.6386 46.3684 42.9930 10.6386
708.9766 46.0644 43.1762 10.7594 46.0644 43.1762 10.7594
708.5714 45.7535 43.3640 10.8825 45.7535 43.3640 10.8825
708.1668 45.4355 43.5565 11.0080 45.4355 43.5565 11.0080
707.7626 45.1103 43.7537 11.1359 45.1103 43.7537 11.1359
707.3588 44.7780 43.9557 11.2663 44.7780 43.9557 11.2663
706.9555 44.4383 44.1625 11.3992 44.4383 44.1625 11.3992
706.5527 44.0913 44.3741 11.5345 44.0913 44.3741 11.5345
706.1503 43.7369 44.5906 11.6725 43.7369 44.5906 11.6725
705.7484 43.3750 44.8120 11.8130 43.3750 44.8120 11.8130
705.3470 43.0055 45.0384 11.9561 43.0055 45.0384 11.9561
704.9460 42.6284 45.2697 12.1020 42.6284 45.2697 12.1020
704.5455 42.2436 45.5060 12.2505 42.2436 45.5060 12.2505
704.1454 41.8510 45.7473 12.4017 41.8510 45.7473 12.4017
703.7457 41.4507 45.9937 12.5557 41.4507 45.9937 12.5557
703.3466 41.0425 46.2451 12.7124 41.0425 46.2451 12.7124
702.9478 40.6264 46.5016 12.8720 40.6264 46.5016 12.8720
702.5496 40.2023 46.7632 13.0345 40.2023 46.7632 13.0345
702.1518 39.7702 47.0300 13.1998 39.7702 47.0300 13.1998
701.7544 39.3301 47.3018 13.3680 39.3301 47.3018 13.3680
701.3575 38.8819 47.5788 13.5392 38.8819 47.5788 13.5392
700.9610 38.4256 47.8610 13.7134 38.4256 47.8610 13.7134
700.5650 37.9612 48.1483 13.8905 37.9612 48.1483 13.8905
700.1694 37.4886 48.4407 14.0706 37.4886 48.4407 14.0706
699.7743 37.0079 48.7383 14.2538 37.0079 48.7383 14.2538
699.3796 36.5190 49.0410 14.4400 36.5190 49.0410 14.4400
698.9853 36.0220 49.3487 14.6293 36.0220 49.3487 14.6293
