 lambda      Rs      Ts      As      Rp      Tp      Ap
859.3209  5.6066 88.5160  5.8774  5.6066 88.5160  5.8774
858.7258  5.3498 88.7374  5.9128  5.3498 88.7374  5.9128
858.1315  5.0975 88.9545  5.9480  5.0975 88.9545  5.9480
857.5380  4.8499 89.1670  5.9831  4.8499 89.1670  5.9831
856.9454  4.6072 89.3747  6.0180  4.6072 89.3747  6.0180
856.3536  4.3696 89.5777  6.0528  4.3696 89.5777  6.0528
855.7626  4.1370 89.7756  6.0873  4.1370 89.7756  6.0873
855.1724  3.9098 89.9685  6.1217  3.9098 89.9685  6.1217
854.5830  3.6880 90.1562  6.1558  3.6880 90.1562  6.1558
853.9945  3.4717 90.3385  6.1898  3.4717 90.3385  6.1898
853.4067  3.2611 90.5154  6.2235  3.2611 90.5154  6.2235
852.8198  3.0564 90.6867  6.2569  3.0564 90.6867  6.2569
852.2337  2.8577 90.8523  6.2901  2.8577 90.8523  6.2901
851.6484  2.6650 91.0120  6.3230  2.6650 91.0120  6.3230
851.0638  2.4786 91.1658  6.3556  2.4786 91.1658  6.3556
850.4801  2.2985 91.3135  6.3880  2.2985 91.3135  6.3880
849.8972  2.1249 91.4551  6.4200  2.1249 91.4551  6.4200
849.3151  1.9579 91.5904  6.4517  1.9579 91.5904  6.4517
848.7337  1.7977 91.7192  6.4831  1.7977 91.7192  6.4831
848.1532  1.6443 91.8416  6.5141  1.6443 91.8416  6.5141
847.5735  1.4979 91.9574  6.5448  1.4979 91.9574  6.5448
846.9945  1.3585 92.0665  6.5751  1.3585 92.0665  6.5751
846.4164  1.2263 92.1687  6.6050  1.2263 92.1687  6.6050
845.8390  1.1014 92.2641  6.6345  1.1014 92.2641  6.6345
845.2624  0.9839 92.3525  6.6636  0.9839 92.3525  6.6636
844.6866  0.8739 92.4338  6.6923  0.8739 92.4338  6.6923
844.1116  0.7714 92.5079  6.7206  0.7714 92.5079  6.7206
843.5374  0.6767 92.5749  6.7485  0.6767 92.5749  6.7485
842.9640  0.5897 92.6345  6.7759  0.5897 92.6345  6.7759
842.3913  0.5105 92.6867  6.8028  0.5105 92.6867  6.8028
841.8194  0.4393 92.7314  6.8293  0.4393 92.7314  6.8293
841.2483  0.3761 92.7687  6.8553  0.3761 92.7687  6.8553
840.6780  0.3209 92.7984  6.8807  0.3209 92.7984  6.8807
840.1084  0.2738 92.8204  6.9057  0.2738 92.8204  6.9057
839.5396  0.2350 92.8348  6.9302  0.2350 92.8348  6.9302
838.9716  0.2044 92.8414  6.9542  0.2044 92.8414  6.9542
838.4043  0.1820 92.8403  6.9777  0.1820 92.8403  6.9777
837.8378  0.1680 92.8314  7.0006  0.1680 92.8314  7.0006
837.2721  0.1624 92.8146  7.0229  0.1624 92.8146  7.0229
836.7072  0.1652 92.7900  7.0448  0.1652 92.7900  7.0448
836.1430  0.1764 92.7576  7.0660  0.1764 92.7576  7.0660
835.5795  0.1961 92.7172  7.0867  0.1961 92.7172  7.0867
835.0168  0.2242 92.6689  7.1068  0.2242 92.6689  7.1068
834.4549  0.2609 92.6128  7.1264  0.2609 92.6128  7.1264
833.8937  0.3060 92.5487  7.1453  0.3060 92.5487  7.1453
833.3333  0.3596 92.4767  7.1637  0.3596 92.4767  7.1637
832.7737  0.4217 92.3968  7.1815  0.4217 92.3968  7.1815
832.2148  0.4922 92.3091  7.1987  0.4922 92.3091  7.1987
831.6566  0.5713 92.2135  7.2152  0.5713 92.2135  7.2152
831.0992  0.6587 92.1101  7.2312  0.6587 92.1101  7.2312
830.5425  0.7546 91.9989  7.2465  0.7546 91.9989  7.2465
829.9866  0.8588 91.8800  7.2613  0.8588 91.8800  7.2613
829.4314  0.9713 91.7533  7.2754  0.9713 91.7533  7.2754
828.8770  1.0922 91.6190  7.2889  1.0922 91.6190  7.2889
828.3233  1.2213 91.4770  7.3017  1.2213 91.4770  7.3017
827.7704  1.3585 91.3275  7.3140  1.3585 91.3275  7.3140
827.2181  1.5039 91.1705  7.3256  1.5039 91.1705  7.3256
826.6667  1.6573 91.0061  7.3366  1.6573 91.0061  7.3366
826.1159  1.8187 90.8343  7.3470  1.8187 90.8343  7.3470
825.5659  1.9880 90.6553  7.3567  1.9880 90.6553  7.3567
825.0166  2.1651 90.4690  7.3658  2.1651 90.4690  7.3658
824.4681  2.3500 90.2757  7.3743  2.3500 90.2757  7.3743
823.9203  2.5425 90.0753  7.3822  2.5425 90.0753  7.3822
823.3732  2.7425 89.8680  7.3895  2.7425 89.8680  7.3895
822.8268  2.9500 89.6538  7.3961  2.9500 89.6538  7.3961
822.2812  3.1649 89.4330  7.4022  3.1649 89.4330  7.4022
821.7362  3.3869 89.2055  7.4076  3.3869 89.2055  7.4076
821.1921  3.6161 88.9715  7.4124  3.6161 88.9715  7.4124
820.6486  3.8523 88.7311  7.4166  3.8523 88.7311  7.4166
820.1058  4.0954 88.4844  7.4202  4.0954 88.4844  7.4202
819.5638  4.3452 88.2316  7.4233  4.3452 88.2316  7.4233
819.0225  4.6016 87.9727  7.4257  4.6016 87.9727  7.4257
818.4818  4.8646 87.7079  7.4276  4.8646 87.7079  7.4276
817.9420  5.1339 87.4373  7.4289  5.1339 87.4373  7.4289
817.4028  5.4094 87.1610  7.4296  5.4094 87.1610  7.4296
816.8643  5.6910 86.8793  7.4297  5.6910 86.8793  7.4297
816.3265  5.9785 86.5921  7.4294  5.9785 86.5921  7.4294
815.7895  6.2719 86.2997  7.4284  6.2719 86.2997  7.4284
815.2531  6.5708 86.0022  7.4269  6.5708 86.0022  7.4269
814.7175  6.8753 85.6997  7.4249  6.8753 85.6997  7.4249
814.1825  7.1852 85.3924  7.4224  7.1852 85.3924  7.4224
813.6483  7.5002 85.0804  7.4194  7.5002 85.0804  7.4194
813.1148  7.8202 84.7639  7.4158  7.8202 84.7639  7.4158
812.5819  8.1452 84.4430  7.4118  8.1452 84.4430  7.4118
812.0498  8.4749 84.1179  7.4073  8.4749 84.1179  7.4073
811.5183  8.8091 83.7886  7.4023  8.8091 83.7886  7.4023
810.9876  9.1477 83.4554  7.3968  9.1477 83.4554  7.3968
810.4575  9.4906 83.1185  7.3909  9.4906 83.1185  7.3909
809.9282  9.8376 82.7778  7.3845  9.8376 82.7778  7.3845
809.3995 10.1885 82.4337  7.3778 10.1885 82.4337  7.3778
808.8715 10.5432 82.0863  7.3705 10.5432 82.0863  7.3705
808.3442 10.9015 81.7356  7.3629 10.9015 81.7356  7.3629
807.8176 11.2632 81.3819  7.3549 11.2632 81.3819  7.3549
807.2917 11.6283 81.0253  7.3464 11.6283 81.0253  7.3464
806.7664 11.9964 80.6659  7.3376 11.9964 80.6659  7.3376
806.2419 12.3675 80.3040  7.3285 12.3675 80.3040  7.3285
805.7180 12.7415 79.9396  7.3190 12.7415 79.9396  7.3190
805.1948 13.1180 79.5729  7.3091 13.1180 79.5729  7.3091
804.6723 13.4971 79.2040  7.2989 13.4971 79.2040  7.2989
804.1505 13.8785 78.8331  7.2884 13.8785 78.8331  7.2884
803.6293 14.2621 78.4604  7.2775 14.2621 78.4604  7.2775
803.1088 14.6478 78.0858  7.2664 14.6478 78.0858  7.2664
802.5890 15.0353 77.7097  7.2550 15.0353 77.7097  7.2550
802.0699 15.4245 77.3322  7.2433 15.4245 77.3322  7.2433
801.5514 15.8154 76.9533  7.2313 15.8154 76.9533  7.2313
801.0336 16.2077 76.5732  7.2191 16.2077 76.5732  7.2191
800.5165 16.6012 76.1921  7.2067 16.6012 76.1921  7.2067
800.0000 16.9959 75.8101  7.1940 16.9959 75.8101  7.1940
799.4842 17.3917 75.4272  7.1811 17.3917 75.4272  7.1811
798.9691 17.7883 75.0437  7.1680 17.7883 75.0437  7.1680
798.4546 18.1856 74.6597  7.1547 18.1856 74.6597  7.1547
797.9408 18.5835 74.2752  7.1412 18.5835 74.2752  7.1412
797.4277 18.9819 73.8905  7.1276 18.9819 73.8905  7.1276
796.9152 19.3807 73.5055  7.1138 19.3807 73.5055  7.1138
796.4033 19.7796 73.1205  7.0999 19.7796 73.1205  7.0999
795.8922 20.1786 72.7356  7.0858 20.1786 72.7356  7.0858
795.3817 20.5776 72.3508  7.0716 20.5776 72.3508  7.0716
794.8718 20.9765 71.9663  7.0573 20.9765 71.9663  7.0573
794.3626 21.3750 71.5821  7.0429 21.3750 71.5821  7.0429
793.8540 21.7732 71.1985  7.0284 21.7732 71.1985  7.0284
793.3461 22.1708 70.8154  7.0138 22.1708 70.8154  7.0138
792.8389 22.5678 70.4330  6.9992 22.5678 70.4330  6.9992
792.3323 22.9642 70.0514  6.9845 22.9642 70.0514  6.9845
791.8263 23.3596 69.6707  6.9697 23.3596 69.6707  6.9697
791.3210 23.7542 69.2909  6.9549 23.7542 69.2909  6.9549
790.8163 24.1477 68.9122  6.9401 24.1477 68.9122  6.9401
790.3123 24.5400 68.5347  6.9253 24.5400 68.5347  6.9253
789.8089 24.9312 68.1584  6.9105 24.9312 68.1584  6.9105
789.3062 25.3210 67.7834  6.8956 25.3210 67.7834  6.8956
788.8041 25.7094 67.4098  6.8808 25.7094 67.4098  6.8808
788.3026 26.0964 67.0376  6.8660 26.0964 67.0376  6.8660
787.8018 26.4817 66.6670  6.8513 26.4817 66.6670  6.8513
787.3016 26.8653 66.2981  6.8366 26.8653 66.2981  6.8366
786.8020 27.2473 65.9308  6.8219 27.2473 65.9308  6.8219
786.3031 27.6274 65.5653  6.8073 27.6274 65.5653  6.8073
785.8048 28.0055 65.2017  6.7928 28.0055 65.2017  6.7928
785.3072 28.3818 64.8399  6.7783 28.3818 64.8399  6.7783
784.8101 28.7559 64.4801  6.7640 28.7559 64.4801  6.7640
784.3137 29.1280 64.1223  6.7497 29.1280 64.1223  6.7497
783.8180 29.4979 63.7666  6.7356 29.4979 63.7666  6.7356
783.3228 29.8655 63.4130  6.7215 29.8655 63.4130  6.7215
782.8283 30.2308 63.0616  6.7076 30.2308 63.0616  6.7076
782.3344 30.5938 62.7124  6.6939 30.5938 62.7124  6.6939
781.8411 30.9543 62.3655  6.6802 30.9543 62.3655  6.6802
781.3485 31.3123 62.0209  6.6667 31.3123 62.0209  6.6667
780.8564 31.6679 61.6788  6.6534 31.6679 61.6788  6.6534
780.3650 32.0208 61.3390  6.6402 32.0208 61.3390  6.6402
779.8742 32.3711 61.0017  6.6272 32.3711 61.0017  6.6272
779.3840 32.7187 60.6669  6.6144 32.7187 60.6669  6.6144
778.8945 33.0636 60.3346  6.6018 33.0636 60.3346  6.6018
778.4055 33.4057 60.0050  6.5893 33.4057 60.0050  6.5893
777.9172 33.7450 59.6779  6.5771 33.7450 59.6779  6.5771
777.4295 34.0815 59.3535  6.5650 34.0815 59.3535  6.5650
776.9424 34.4150 59.0317  6.5532 34.4150 59.0317  6.5532
776.4559 34.7457 58.7127  6.5416 34.7457 58.7127  6.5416
775.9700 35.0733 58.3964  6.5302 35.0733 58.3964  6.5302
775.4847 35.3980 58.0829  6.5191 35.3980 58.0829  6.5191
775.0000 35.7196 57.7721  6.5082 35.7196 57.7721  6.5082
774.5159 36.0382 57.4642  6.4976 36.0382 57.4642  6.4976
774.0325 36.3537 57.1591  6.4872 36.3537 57.1591  6.4872
773.5496 36.6661 56.8569  6.4771 36.6661 56.8569  6.4771
773.0673 36.9753 56.5575  6.4672 36.9753 56.5575  6.4672
772.5857 37.2814 56.2610  6.4576 37.2814 56.2610  6.4576
772.1046 37.5842 55.9675  6.4483 37.5842 55.9675  6.4483
771.6241 37.8839 55.6768  6.4393 37.8839 55.6768  6.4393
771.1443 38.1803 55.3892  6.4305 38.1803 55.3892  6.4305
770.6650 38.4735 55.1044  6.4221 38.4735 55.1044  6.4221
770.1863 38.7633 54.8227  6.4140 38.7633 54.8227  6.4140
769.7083 39.0499 54.5439  6.4061 39.0499 54.5439  6.4061
769.2308 39.3332 54.2682  6.3986 39.3332 54.2682  6.3986
768.7539 39.6131 53.9954  6.3914 39.6131 53.9954  6.3914
768.2776 39.8897 53.7257  6.3846 39.8897 53.7257  6.3846
767.8019 40.1630 53.4590  6.3780 40.1630 53.4590  6.3780
767.3267 40.4329 53.1953  6.3718 40.4329 53.1953  6.3718
766.8522 40.6994 52.9346  6.3660 40.6994 52.9346  6.3660
766.3782 40.9625 52.6770  6.3605 40.9625 52.6770  6.3605
765.9049 41.2222 52.4225  6.3553 41.2222 52.4225  6.3553
765.4321 41.4785 52.1710  6.3505 41.4785 52.1710  6.3505
764.9599 41.7313 51.9226  6.3461 41.7313 51.9226  6.3461
764.4883 41.9807 51.6772  6.3421 41.9807 51.6772  6.3421
764.0173 42.2267 51.4349  6.3384 42.2267 51.4349  6.3384
763.5468 42.4693 51.1957  6.3351 42.4693 51.1957  6.3351
763.0769 42.7083 50.9595  6.3321 42.7083 50.9595  6.3321
762.6076 42.9439 50.7264  6.3296 42.9439 50.7264  6.3296
762.1389 43.1761 50.4964  6.3275 43.1761 50.4964  6.3275
761.6708 43.4048 50.2695  6.3257 43.4048 50.2695  6.3257
761.2032 43.6300 50.0456  6.3244 43.6300 50.0456  6.3244
760.7362 43.8517 49.8248  6.3235 43.8517 49.8248  6.3235
760.2698 44.0699 49.6071  6.3230 44.0699 49.6071  6.3230
759.8039 44.2846 49.3925  6.3229 44.2846 49.3925  6.3229
759.3386 44.4959 49.1809  6.3233 44.4959 49.1809  6.3233
758.8739 44.7036 48.9724  6.3241 44.7036 48.9724  6.3241
758.4098 44.9078 48.7669  6.3253 44.9078 48.7669  6.3253
757.9462 45.1085 48.5645  6.3270 45.1085 48.5645  6.3270
757.4832 45.3058 48.3652  6.3291 45.3058 48.3652  6.3291
757.0208 45.4995 48.1689  6.3316 45.4995 48.1689  6.3316
756.5589 45.6897 47.9757  6.3347 45.6897 47.9757  6.3347
756.0976 45.8763 47.7855  6.3382 45.8763 47.7855  6.3382
755.6368 46.0595 47.5984  6.3421 46.0595 47.5984  6.3421
755.1766 46.2391 47.4143  6.3466 46.2391 47.4143  6.3466
754.7170 46.4152 47.2333  6.3515 46.4152 47.2333  6.3515
754.2579 46.5878 47.0553  6.3569 46.5878 47.0553  6.3569
753.7994 46.7569 46.8803  6.3628 46.7569 46.8803  6.3628
753.3414 46.9224 46.7083  6.3692 46.9224 46.7083  6.3692
752.8840 47.0845 46.5394  6.3761 47.0845 46.5394  6.3761
752.4272 47.2429 46.3735  6.3835 47.2429 46.3735  6.3835
751.9709 47.3979 46.2106  6.3915 47.3979 46.2106  6.3915
751.5152 47.5493 46.0508  6.3999 47.5493 46.0508  6.3999
751.0600 47.6972 45.8939  6.4089 47.6972 45.8939  6.4089
750.6053 47.8415 45.7400  6.4185 47.8415 45.7400  6.4185
750.1512 47.9823 45.5892  6.4285 47.9823 45.5892  6.4285
749.6977 48.1195 45.4413  6.4391 48.1195 45.4413  6.4391
749.2447 48.2532 45.2965  6.4503 48.2532 45.2965  6.4503
748.7923 48.3834 45.1546  6.4620 48.3834 45.1546  6.4620
748.3404 48.5100 45.0157  6.4743 48.5100 45.0157  6.4743
747.8890 48.6330 44.8798  6.4872 48.6330 44.8798  6.4872
747.4382 48.7524 44.7469  6.5007 48.7524 44.7469  6.5007
746.9880 48.8683 44.6169  6.5147 48.8683 44.6169  6.5147
746.5382 48.9807 44.4900  6.5293 48.9807 44.4900  6.5293
746.0890 49.0894 44.3660  6.5446 49.0894 44.3660  6.5446
745.6404 49.1946 44.2449  6.5604 49.1946 44.2449  6.5604
745.1923 49.2962 44.1269  6.5769 49.2962 44.1269  6.5769
744.7447 49.3942 44.0118  6.5940 49.3942 44.0118  6.5940
744.2977 49.4886 43.8997  6.6117 49.4886 43.8997  6.6117
743.8512 49.5794 43.7905  6.6301 49.5794 43.7905  6.6301
743.4053 49.6666 43.6843  6.6491 49.6666 43.6843  6.6491
742.9599 49.7502 43.5811  6.6688 49.7502 43.5811  6.6688
742.5150 49.8301 43.4808  6.6891 49.8301 43.4808  6.6891
742.0706 49.9064 43.3835  6.7101 49.9064 43.3835  6.7101
741.6268 49.9791 43.2891  6.7318 49.9791 43.2891  6.7318
741.1835 50.0481 43.1977  6.7541 50.0481 43.1977  6.7541
740.7407 50.1135 43.1093  6.7772 50.1135 43.1093  6.7772
740.2985 50.1752 43.0238  6.8010 50.1752 43.0238  6.8010
739.8568 50.2332 42.9413  6.8255 50.2332 42.9413  6.8255
739.4156 50.2876 42.8617  6.8507 50.2876 42.8617  6.8507
738.9750 50.3382 42.7852  6.8766 50.3382 42.7852  6.8766
738.5348 50.3851 42.7115  6.9033 50.3851 42.7115  6.9033
738.0952 50.4283 42.6409  6.9308 50.4283 42.6409  6.9308
737.6562 50.4678 42.5732  6.9590 50.4678 42.5732  6.9590
737.2176 50.5035 42.5085  6.9880 50.5035 42.5085  6.9880
736.7796 50.5354 42.4468  7.0177 50.5354 42.4468  7.0177
736.3420 50.5636 42.3881  7.0483 50.5636 42.3881  7.0483
735.9050 50.5880 42.3324  7.0796 50.5880 42.3324  7.0796
735.4686 50.6085 42.2796  7.1118 50.6085 42.2796  7.1118
735.0326 50.6253 42.2299  7.1448 50.6253 42.2299  7.1448
734.5972 50.6381 42.1832  7.1787 50.6381 42.1832  7.1787
734.1622 50.6472 42.1395  7.2134 50.6472 42.1395  7.2134
733.7278 50.6523 42.0988  7.2489 50.6523 42.0988  7.2489
733.2939 50.6536 42.0611  7.2853 50.6536 42.0611  7.2853
732.8605 50.6509 42.0265  7.3226 50.6509 42.0265  7.3226
732.4276 50.6443 41.9949  7.3608 50.6443 41.9949  7.3608
731.9953 50.6337 41.9663  7.4000 50.6337 41.9663  7.4000
731.5634 50.6192 41.9408  7.4400 50.6192 41.9408  7.4400
731.1321 50.6006 41.9184  7.4810 50.6006 41.9184  7.4810
730.7012 50.5780 41.8991  7.5229 50.5780 41.8991  7.5229
730.2709 50.5514 41.8828  7.5658 50.5514 41.8828  7.5658
729.8411 50.5207 41.8697  7.6096 50.5207 41.8697  7.6096
729.4118 50.4859 41.8597  7.6545 50.4859 41.8597  7.6545
728.9830 50.4470 41.8527  7.7003 50.4470 41.8527  7.7003
728.5546 50.4039 41.8490  7.7472 50.4039 41.8490  7.7472
728.1268 50.3566 41.8483  7.7950 50.3566 41.8483  7.7950
727.6995 50.3051 41.8509  7.8440 50.3051 41.8509  7.8440
727.2727 50.2494 41.8566  7.8940 50.2494 41.8566  7.8940
726.8464 50.1894 41.8655  7.9451 50.1894 41.8655  7.9451
726.4206 50.1251 41.8776  7.9972 50.1251 41.8776  7.9972
725.9953 50.0565 41.8930  8.0505 50.0565 41.8930  8.0505
725.5705 49.9835 41.9115  8.1049 49.9835 41.9115  8.1049
725.1462 49.9062 41.9334  8.1605 49.9062 41.9334  8.1605
724.7224 49.8244 41.9585  8.2172 49.8244 41.9585  8.2172
724.2991 49.7381 41.9869  8.2750 49.7381 41.9869  8.2750
723.8762 49.6473 42.0186  8.3341 49.6473 42.0186  8.3341
723.4539 49.5520 42.0536  8.3944 49.5520 42.0536  8.3944
723.0321 49.4522 42.0919  8.4559 49.4522 42.0919  8.4559
722.6107 49.3477 42.1337  8.5187 49.3477 42.1337  8.5187
722.1899 49.2385 42.1788  8.5827 49.2385 42.1788  8.5827
721.7695 49.1247 42.2273  8.6480 49.1247 42.2273  8.6480
721.3496 49.0062 42.2793  8.7146 49.0062 42.2793  8.7146
720.9302 48.8828 42.3347  8.7825 48.8828 42.3347  8.7825
720.5113 48.7547 42.3935  8.8518 48.7547 42.3935  8.8518
720.0929 48.6217 42.4559  8.9224 48.6217 42.4559  8.9224
719.6750 48.4838 42.5218  8.9944 48.4838 42.5218  8.9944
719.2575 48.3410 42.5912  9.0678 48.3410 42.5912  9.0678
718.8406 48.1932 42.6642  9.1426 48.1932 42.6642  9.1426
718.4241 48.0403 42.7407  9.2189 48.0403 42.7407  9.2189
718.0081 47.8824 42.8209  9.2967 47.8824 42.8209  9.2967
717.5926 47.7194 42.9047  9.3759 47.7194 42.9047  9.3759
717.1776 47.5512 42.9922  9.4566 47.5512 42.9922  9.4566
716.7630 47.3777 43.0834  9.5389 47.3777 43.0834  9.5389
716.3489 47.1990 43.1783  9.6227 47.1990 43.1783  9.6227
715.9353 47.0150 43.2769  9.7081 47.0150 43.2769  9.7081
715.5222 46.8256 43.3793  9.7951 46.8256 43.3793  9.7951
715.1096 46.6308 43.4855  9.8837 46.6308 43.4855  9.8837
714.6974 46.4305 43.5956  9.9739 46.4305 43.5956  9.9739
714.2857 46.2247 43.7094 10.0658 46.2247 43.7094 10.0658
713.8745 46.0134 43.8272 10.1594 46.0134 43.8272 10.1594
713.4638 45.7964 43.9489 10.2547 45.7964 43.9489 10.2547
713.0535 45.5737 44.0745 10.3518 45.5737 44.0745 10.3518
712.6437 45.3453 44.2041 10.4506 45.3453 44.2041 10.4506
712.2343 45.1112 44.3376 10.5512 45.1112 44.3376 10.5512
711.8255 44.8712 44.4752 10.6536 44.8712 44.4752 10.6536
711.4171 44.6253 44.6169 10.7579 44.6253 44.6169 10.7579
711.0092 44.3734 44.7626 10.8640 44.3734 44.7626 10.8640
710.6017 44.1156 44.9124 10.9720 44.1156 44.9124 10.9720
710.1947 43.8517 45.0664 11.0819 43.8517 45.0664 11.0819
709.7882 43.5818 45.2245 11.1937 43.5818 45.2245 11.1937
709.3822 43.3057 45.3868 11.3075 43.3057 45.3868 11.3075
708.9766 43.0234 45.5534 11.4233 43.0234 45.5534 11.4233
708.5714 42.7348 45.7242 11.5410 42.7348 45.7242 11.5410
708.1668 42.4399 45.8992 11.6608 42.4399 45.8992 11.6608
707.7626 42.1387 46.0786 11.7827 42.1387 46.0786 11.7827
707.3588 41.8311 46.2622 11.9066 41.8311 46.2622 11.9066
706.9555 41.5171 46.4502 12.0327 41.5171 46.4502 12.0327
706.5527 41.1966 46.6426 12.1609 41.1966 46.6426 12.1609
706.1503 40.8695 46.8394 12.2912 40.8695 46.8394 12.2912
705.7484 40.5358 47.0405 12.4237 40.5358 47.0405 12.4237
705.3470 40.1956 47.2461 12.5583 40.1956 47.2461 12.5583
704.9460 39.8486 47.4561 12.6952 39.8486 47.4561 12.6952
704.5455 39.4950 47.6706 12.8344 39.4950 47.6706 12.8344
704.1454 39.1347 47.8896 12.9758 39.1347 47.8896 12.9758
703.7457 38.7676 48.1130 13.1194 38.7676 48.1130 13.1194
703.3466 38.3937 48.3410 13.2654 38.3937 48.3410 13.2654
702.9478 38.0129 48.5734 13.4136 38.0129 48.5734 13.4136
702.5496 37.6254 48.8104 13.5642 37.6254 48.8104 13.5642
702.1518 37.2310 49.0518 13.7172 37.2310 49.0518 13.7172
701.7544 36.8297 49.2978 13.8725 36.8297 49.2978 13.8725
701.3575 36.4215 49.5483 14.0302 36.4215 49.5483 14.0302
700.9610 36.0065 49.8033 14.1903 36.0065 49.8033 14.1903
700.5650 35.5845 50.0628 14.3527 35.5845 50.0628 14.3527
700.1694 35.1557 50.3267 14.5176 35.1557 50.3267 14.5176
699.7743 34.7200 50.5952 14.6849 34.7200 50.5952 14.6849
699.3796 34.2774 50.8680 14.8546 34.2774 50.8680 14.8546
698.9853 33.8280 51.1453 15.0267 33.8280 51.1453 15.0267
